Country,Life Expectancy,Mean Years of Schooling,Expected Years of Schooling,GNI per Capita,Indicator_1,Indicator_2,Indicator_3,Indicator_4,Indicator_5,Indicator_6,Indicator_7,Indicator_8,Indicator_9,Indicator_10,Indicator_11,Indicator_12,Indicator_13,Indicator_14,Indicator_15,Indicator_16,Indicator_17,Indicator_18,Indicator_19,Indicator_20,Indicator_21,Indicator_22,Indicator_23,Indicator_24,Indicator_25,Indicator_26,Indicator_27,Indicator_28,Indicator_29,Indicator_30,Indicator_31,Indicator_32,Indicator_33,Indicator_34,Indicator_35,Indicator_36,Indicator_37,Indicator_38,Indicator_39,Indicator_40,Indicator_41,Indicator_42,Indicator_43,Indicator_44,Indicator_45,Indicator_46,Indicator_47,Indicator_48,Indicator_49,Indicator_50,Indicator_51,Indicator_52,Indicator_53,Indicator_54,Indicator_55,Indicator_56,Indicator_57,Indicator_58,Indicator_59,Indicator_60,Indicator_61,Indicator_62,Indicator_63,Indicator_64,Indicator_65,Indicator_66,Indicator_67,Indicator_68,Indicator_69,Indicator_70,Indicator_71,Indicator_72,Indicator_73,Indicator_74,Indicator_75,Indicator_76
5,67.38448203856655,7.484393884922332,12.752558860064124,1853.6575111962875,23.222243133523016,23.155884565468444,-3.667760996055641,60.0626016103463,91.58304777515038,32.693930917628734,73.53807323031694,37.64553464145799,53.50253412004935,46.04941434635757,47.50991462522036,75.20630601689453,12.789931732805066,45.12743312499319,32.57398576745413,31.34302819303241,65.7490135709138,60.60027611704863,26.77335975320081,9.66217356240217,57.61352457404521,105.25673837480582,44.04891977970412,64.39306477036301,80.14578803776425,0.7263915704615584,79.21300262581579,29.886327682407188,71.99393427584513,70.93121968860032,61.02596473546744,76.26635663732404,47.1195125926065,48.22762407783048,41.22770419483211,92.71005984790644,32.615626450236206,79.184556495613,29.369740698803174,78.33920906153907,36.54847739803689,36.72159479079128,22.916434174768632,30.559780587904413,-14.477331823676115,19.14474971714135,77.60498303904185,28.20047330284441,23.81385684474684,85.99152168065957,63.75078202716026,3.56677486537372,53.3531196298559,99.00555530690154,82.95721905129113,46.489558655425945,79.7965303144958,91.06309850317898,-3.707418024403165,39.53514865591901,37.12956303170763,12.258090151997456,50.19422234271119,29.588165812014303,19.9828878966474,44.9861303549533,10.81102918955968,56.244413367531536,18.1755615180082,73.50591717113883,55.02387445529887,63.39863762479233,52.64221038824683,16.569274620227976,92.03924086211752,51.4425512275118
137,69.79182117362909,9.41525474578108,12.129570404821326,2958.3731606620204,12.050231041988653,48.35913654133694,20.95251492218064,87.08063709862353,82.63485309257422,21.74720104068881,52.11522798426457,20.229150552569298,39.28503794687372,62.05234539237557,21.28795846151939,72.81055656437132,10.168427280134402,21.388397011445228,23.09364856155989,29.77415855900203,96.36527769947637,54.2456974545387,19.703450870872764,7.348411468748374,44.95426301761174,78.03028534126918,28.23293884357697,101.93094410240928,70.08244399770615,28.704228897338204,84.58492134291004,39.56416107486055,65.47973985432205,67.99710002799955,81.00556856283995,48.08454109985706,34.260798714189335,15.411520576136208,41.85093690994299,114.25594366732192,2.0339427427453884,97.03371441242952,81.58883787724932,50.20215763401915,6.822445567989348,22.14223324542497,-14.088599062057842,-4.991186040149557,21.325591040861333,27.87694065544169,74.10984377711335,47.13367838146212,8.998100050730379,73.16259390971061,99.17711910670737,21.990618389911766,22.56081100326456,91.72201200305496,105.35179831599316,35.16669067691289,55.73756447960558,96.37169988626113,3.688877534561556,56.16727363145769,-11.507344797452408,-6.698735509197874,65.07377119442503,7.1220865593249485,33.888187700440795,55.54353617588215,26.109894153976107,73.78763116559846,14.826029700480287,51.84171357086721,20.051619024856013,36.56615866807503,58.42997152643258,87.05663300949927,99.00416817427131,8.520756804578301
123,68.8570615714665,10.123071616323983,13.095317291884855,1611.9825363678333,23.658131046629343,36.25580639463234,8.322364730785857,82.9078275053031,88.5681098848262,24.397513304513,82.63498450179749,10.10673081099954,67.39604823474794,74.03504122879174,8.775739258612195,74.49831987852434,56.49367895875112,-4.790425668276107,10.2373236415335,32.47807784589726,100.30620975818772,64.73242983455712,16.283129262280983,18.543732335295253,46.16654745206549,84.1787684607363,29.811068740833747,73.96466647512575,71.7420981704619,-3.1911309934606145,72.03929251939047,51.614654314717406,86.40788083250096,40.97113096425974,71.84452562080511,75.35836172280659,61.01990061462176,19.41460686465028,63.34890132295931,78.13217477772139,-2.977389512854693,82.78366739576968,29.916837906042,34.62495666345887,47.03995522286128,-4.574570143852078,39.22123918377402,12.531188549224154,28.668623459259788,24.57145708016889,82.52467967071641,65.22170434030302,16.479705584892557,94.32559789249842,83.46620609078713,-7.304815641438783,41.555903277938526,103.36085250784468,60.40754586088292,8.324423747239845,69.46246728136697,75.7809744374421,16.504045638005735,62.812245457553686,20.09414471926206,-7.679409197147407,59.30102929018531,7.446041658206369,58.49893525061854,81.05532095168637,54.57914811319084,76.8160526371852,20.41917693868866,70.90166854073004,30.6933841469193,18.114115032998985,66.48364876269711,87.4460542136634,64.5940688205132,2.801398429470442
169,65.46918613073697,7.353584803570508,12.152363869244304,500.0,30.68814559993246,79.20677120607685,31.588538098141164,70.24269140287207,80.50926184647133,10.961635270583429,78.45149860435707,29.23945113207872,38.58572719975415,65.59101269975376,51.65085530530415,103.1735519542024,47.35557446152019,23.07446718169149,33.57577963725073,53.60534355218705,103.93540921033453,79.65030929662232,35.15545230686983,22.920647434672336,24.254988782602908,96.63860608666528,49.298995617905824,87.6364826396912,90.6610219498168,11.832509612323602,84.97326295850357,64.6377232800233,82.59694528986745,36.917552374159534,89.34729914938822,50.67182742920309,63.13695880577955,36.29355924383557,53.19555604280653,86.15606288710389,21.03034674158324,83.6865612251835,29.33800915504217,82.40179514002904,2.860422639796358,2.033510325216618,23.57172786058262,8.253967585999483,23.54900976006968,-1.783016087723812,63.71259364040361,18.710882994242773,14.7331376934321,62.962159146174805,68.61301087640264,42.44931988501988,23.1508461879562,89.00068167656795,81.3228650315253,73.98848302558774,56.37287141070394,66.21635398462954,25.736472492801987,69.98006608734738,21.18223490108763,8.281908569155995,63.92328878960456,21.66574928545264,43.67696638216558,42.656755208489415,32.07802290436567,66.39857719212975,20.931789678190185,33.74209697822526,21.77571370597993,32.959491442531416,72.93565647798708,52.532691979799694,84.00787006369617,5.354523176830359
85,71.07782420589952,9.207052267725183,12.295047284616611,500.0,-13.590826114098055,45.49812190773355,-18.35441718732848,82.17477328119016,94.09842546039374,32.55394356890271,63.77984562134351,40.79259527071386,69.83928008398242,61.28959945679024,8.224354987583538,109.90454533194804,44.51706714459179,41.72387497588794,47.24728768678919,38.779784261928015,96.02624520556382,66.88411751852595,21.438271352553503,20.043307976349617,18.46769980070152,91.52904067374882,41.51323303989818,102.30198083693168,77.0432628725427,9.295872933959217,58.5488375255423,39.347478453545314,107.54881153773752,84.85964461031652,97.67607688090816,68.85145868217366,59.93281560928715,14.203703923144044,67.64836524018138,91.42766744873884,12.824007871005904,101.07708320412812,41.36877814567259,65.40628933626438,15.754436728025931,30.956615728584737,25.54065087341891,1.730320873661796,43.93884896385153,4.038162426875523,80.69936669724791,30.517187101798285,-8.169443039033197,83.89106563324165,88.71201746820122,35.2985263703839,37.379333984062015,96.87108488376845,59.26123169066,65.86866890737367,95.71142807986529,74.43948139186838,5.615673440183386,76.89588020886465,-10.736650615228417,3.87664703710967,59.85004825667307,19.95846072386512,33.63413516975899,51.46597979583789,16.626613991896743,45.59724561166418,56.107968349509775,29.55432681812192,26.245130711897385,39.38176108130153,65.45737857350505,62.92862106251404,73.1296203014196,35.85395278010228
56,64.81015790998653,6.970889156374294,8.859786341254829,1152.8337252593285,35.304494663574985,49.01909983759926,1.377069841964623,76.48239704233383,70.22768368501221,10.076290291836395,86.53004582879154,38.02952895510998,37.38799230354184,51.38026946102887,9.952704860209666,86.83639616269637,35.663871836604486,28.355886871349245,38.52278648133259,56.39113423906029,84.09146545509772,60.23964587765077,13.3558770744368,30.990753031754373,61.254844118320754,88.21155328227317,26.21144690745052,58.533872131700974,75.89595588716506,8.469736687645046,70.52978027380428,48.0185089717341,94.29393546801012,77.45207290487417,59.23824678867089,52.18387048068997,56.5759999394993,0.1621299866170993,39.41882122066567,83.18813098856847,35.20124979651051,59.35088874787198,41.5222732303852,69.86285124177019,26.944791723280545,21.45936770301425,16.2855454337715,38.58934061945303,10.50712663285668,16.120682598903336,85.87852907556262,60.10418936090362,31.81429122868163,73.27662602301857,75.88309788426757,24.629570872801967,54.2701424312303,92.8588450234024,67.613860868548,50.90749159337191,77.5004013856058,60.78729859300233,14.300784812210209,44.08060851933234,8.559691546767876,15.77705254022892,48.04955154892839,18.18977261975673,52.39490242584376,85.07876820230305,43.6968536235525,62.73275009937306,48.96214042972229,42.851574707374894,38.69195486488706,10.993864897683531,49.997082407077954,44.65276550473976,64.2345587714668,42.87582148044493
96,72.50249908681366,12.649278542845831,14.428422944623527,3531.24445190551,-23.23998536905465,14.672019987427822,7.940290988952164,61.963864978380855,82.66174815473849,0.886482639713968,59.070525271364815,4.795711956745315,48.77671971081438,64.48522970058426,42.503988222474405,119.45798376815075,18.747134748917752,12.096931714374575,8.190370508634313,56.647716804032136,101.44581325787505,77.34716009332791,28.191677424844173,21.607413732855868,29.6197860332977,82.46036705976994,1.4332527050838344,86.14699496158937,73.63397879496753,-10.79420510536916,64.81678374243086,64.7238227590263,93.4686279278262,87.37742459675574,73.40469341570852,59.97405226035837,45.73430383539466,30.84578845558033,58.25109057270385,95.8990010960932,8.9532814443713,82.99460809263113,75.4485746729704,59.4682353203493,-0.0250100547879199,-20.98823888556144,12.923687556272055,-20.865240061755014,19.0471853066214,-14.163106660783464,78.77213562211026,20.424498568608367,38.96221753368253,75.1986401290273,80.82827191963213,-4.752657099003187,36.72746135006342,116.48475809524268,83.91629684811492,32.654279067201294,82.59451982505304,88.2619112045539,-9.243849339877428,62.7401639891865,-0.2140879867998677,13.297767478197876,79.54275062195353,12.54011738499478,51.18388053568998,61.78563978475065,47.50218794934268,75.67729165469943,13.72516298249435,39.9394707617713,17.420531549028812,32.23778479037955,33.0498340734049,44.4699595052443,45.49315897233763,33.69339457662111
35,81.55584316186345,13.466251805497,17.348272395846376,10182.969054938476,-1.3022773728823296,7.043604260718487,-13.318803145755062,111.78145848670094,120.76845060342109,-1.2206547854294314,58.31359006991018,9.145914309118105,59.07716861607327,63.67016124708168,1.9105682729256657,79.65048734386937,30.77596799728265,-18.19395284594293,-4.758432531988156,50.69131576465925,93.42805307257572,90.01766419197942,-8.028146211559012,20.16344760497668,44.968977789462144,118.7840139748988,32.300188118582,97.3247472818637,76.00401762447359,12.94593782737305,53.29052952939762,49.52505021052232,104.97266706076456,67.15161392385,120.41716821627482,11.940799216323049,37.67454879367085,6.192890101975209,61.46964310133538,91.62384253154455,-10.181772632849013,65.84698242948477,62.430355641365495,59.42335395271046,20.10795787008656,-24.349294846037665,-34.82617208337736,3.7170195543604976,-0.3534231840556714,19.653821421048107,78.16566707687447,49.032364992894216,6.807349734803836,101.37277625395272,98.81429012754133,-7.433619090647923,32.91612887728729,121.8983576480241,87.22850871465491,84.808288132952,81.71946183659483,88.41383634946939,-40.46377430690217,74.45313599036575,-9.275159414451563,-30.22165657216958,92.87749351871236,-1.736535877841284,52.8866722027859,44.03002121337309,23.12755704928882,89.11249336970697,-25.03345738590172,-2.575638404780573,45.31918926887009,15.224371525847896,59.91727565534381,78.00974697944683,112.0608143009496,12.396562448393958
193,63.698267545967454,8.072762762965676,9.014460657756434,3909.860186684955,17.092481203023763,37.04730911930103,23.493848414339773,60.232396726374056,86.42887454296803,4.069659844997599,59.67122302435397,42.77833658824099,86.54043444059886,64.9573447307002,50.39764601257545,90.18015762475216,30.189368620064336,15.213054304173582,27.67902029326657,30.24959065700796,109.8661327577572,60.35052803419635,41.149906005955096,41.30480557842058,38.62435230500412,66.23229265428543,33.31426793159639,83.49568276206432,76.86749376870725,32.38300888316397,82.59453192130874,35.381032181729296,72.55923541311842,58.40136819828115,69.79058957967446,51.63900215200247,26.56623562381285,32.67364819190103,76.59946847722095,76.51469297096405,14.804220588649043,83.73487147201766,83.55872030588577,77.1280893753323,51.92069266398361,36.18814190496855,14.575232524459947,25.15474522676514,26.861426337618607,6.61063149626974,49.11696175452781,39.95232226897232,-0.6971657570371832,55.04722966772973,57.91841382293861,1.8389667574851885,19.22625909581401,65.66686373387623,60.04766845496286,44.38412848931667,88.47309580604914,58.44875486855564,19.05937895689488,56.53818466279084,27.13794699473328,61.129208758876416,66.62959774201857,33.947429826627534,33.07066865138083,51.60178301114286,39.776017329948274,84.21553322106455,15.305193961801296,48.58778687718403,50.71496641657376,40.22804460225893,61.6758004833134,46.05103019804022,70.98999003664348,12.836416088959986
42,64.42848537131847,5.930348169268971,8.855245855547931,500.0,7.093949059622936,41.43740942590496,56.33070840984135,80.67074511053754,70.73607019053112,18.64144319703341,79.36524500445476,18.850451650783903,52.0786637342039,54.45351791928824,7.371099624863632,86.0750350231971,22.458445811708746,67.64636712654345,2.405585641923386,38.21840271991132,91.94680414306586,76.96773497782866,9.908345708311725,56.62770870966376,59.49243651542517,61.68561982922937,23.24734309519104,56.78414590512635,60.9338636277664,25.71947144655291,62.547484603085806,65.7271014748373,77.55501333426014,42.48661152489029,60.57968362125612,75.7405185001875,65.70646955155934,39.47708021635376,72.41269623100048,96.89521677056268,24.61142588564888,67.8299106795251,56.93269807695062,83.544854984973,20.34895228796132,20.66983600881848,22.44420056652856,36.9664393833704,32.60273859237997,30.05592737038532,51.44999762545293,40.0853005470495,15.27196609506458,81.41583907622247,96.813278878871,42.30232601118439,56.50209483744992,79.83607129615473,64.0027669112043,70.40842523189241,49.04833952756563,69.46191767200776,29.886025788356832,37.46846788035253,18.14994648056092,31.99153169906807,42.744823889908254,50.17195180848407,36.0855289778025,66.30176163957029,32.32253356371294,80.91538629142917,20.49940496236025,40.25212516594566,52.13006740266913,57.20964539551768,51.16645555983082,41.94753051139908,83.44365809865006,46.99424989071541
